depth_cm,TiCa_1,FeK_1,depth_cm2,TiCa_2,FeK_2,depth_cm3,TiCa_3,FeK_3,Depth_cm_4,TiCa4,FeK4,depth_cm5,TiCa5,FeK5
531.4,1.81,90.99,1179.4,0.63,83.40,1800.8,2.41,71.19,2420.4,1.45,83.89,3043.2,0.24,48.71
531.6,2.24,91.64,1179.6,0.46,82.10,1801.0,2.54,71.15,2420.6,1.87,80.49,3043.4,0.24,49.20
531.8,2.38,91.46,1179.8,0.51,80.64,1801.2,2.43,71.04,2420.8,1.55,77.51,3043.6,0.21,49.25
532.0,1.86,90.65,1180.0,0.60,79.62,1801.4,1.90,70.87,2421.0,1.95,75.13,3043.8,0.25,48.89
532.2,1.66,89.57,1180.2,0.52,79.35,1801.6,1.91,70.67,2421.2,1.74,73.21,3044.0,0.20,48.32
532.4,1.54,88.62,1180.4,0.52,79.80,1801.8,2.21,70.50,2421.4,1.40,71.59,3044.2,0.22,47.84
532.6,1.29,88.07,1180.6,0.57,80.65,1802.0,2.07,70.45,2421.6,1.31,70.29,3044.4,0.25,47.63
532.8,1.69,87.75,1180.8,0.64,81.45,1802.2,2.07,70.62,2421.8,1.39,69.38,3044.6,0.24,47.69
533.0,1.63,87.26,1181.0,0.64,81.94,1802.4,2.14,71.00,2422.0,1.46,68.90,3044.8,0.25,47.91
533.2,1.88,86.35,1181.2,0.63,81.98,1802.6,2.94,71.52,2422.2,1.20,68.83,3045.0,0.27,48.09
533.4,1.72,85.15,1181.4,0.57,81.59,1802.8,3.36,72.10,2422.4,1.12,69.00,3045.2,0.26,48.07
533.6,2.05,84.00,1181.6,0.50,80.90,1803.0,3.00,72.62,2422.6,1.15,69.23,3045.4,0.24,47.89
533.8,1.61,83.26,1181.8,0.53,80.11,1803.2,3.38,73.03,2422.8,1.33,69.40,3045.6,0.19,47.63
534.0,1.67,83.07,1182.0,0.52,79.45,1803.4,2.01,73.35,2423.0,1.05,69.37,3045.8,0.21,47.38
534.2,1.82,83.22,1182.2,0.45,79.02,1803.6,1.46,73.68,2423.2,0.96,69.04,3046.0,0.20,47.21
534.4,1.47,83.30,1182.4,0.49,78.93,1803.8,1.14,74.14,2423.4,0.92,68.39,3046.2,0.21,47.16
534.6,1.47,83.04,1182.6,0.42,79.25,1804.0,1.32,74.72,2423.6,1.13,67.50,3046.4,0.24,47.18
534.8,1.62,82.46,1182.8,0.55,79.91,1804.2,1.91,75.30,2423.8,0.54,66.50,3046.6,0.26,47.23
535.0,1.42,81.71,1183.0,0.48,80.81,1804.4,1.48,75.70,2424.0,0.56,65.51,3046.8,0.26,47.29
535.2,1.23,81.58,1183.2,0.54,81.82,1804.6,1.69,75.80,2424.2,0.59,64.61,3047.0,0.22,47.30
535.4,1.31,82.88,1183.4,0.61,82.70,1804.8,1.49,75.66,2424.4,0.66,63.81,3047.2,0.24,47.23
535.6,1.37,85.95,1183.6,0.60,83.31,1805.0,1.25,75.47,2424.6,0.55,63.14,3047.4,0.28,47.04
535.8,1.53,90.40,1183.8,0.53,83.65,1805.2,1.36,75.41,2424.8,0.62,62.68,3047.6,0.23,46.79
536.0,1.30,95.01,1184.0,0.52,83.85,1805.4,1.55,75.51,2425.0,0.64,62.61,3047.8,0.27,46.57
536.2,1.52,98.36,1184.2,0.63,84.15,1805.6,1.79,75.65,2425.2,0.63,63.14,3048.0,0.22,46.51
536.4,1.73,99.41,1184.4,0.58,84.72,1805.8,1.76,75.67,2425.4,0.68,64.38,3048.2,0.25,46.69
536.6,1.55,98.21,1184.6,0.55,85.59,1806.0,3.00,75.46,2425.6,0.64,66.20,3048.4,0.18,47.04
536.8,1.56,95.59,1184.8,0.60,86.72,1806.2,3.35,75.03,2425.8,0.63,68.17,3048.6,0.27,47.44
537.0,1.29,92.69,1185.0,0.58,87.96,1806.4,3.30,74.62,2426.0,0.59,69.73,3048.8,0.26,47.71
537.2,1.03,90.25,1185.2,0.65,89.16,1806.6,4.02,74.46,2426.2,0.70,70.48,3049.0,0.25,47.79
537.4,0.77,88.39,1185.4,0.61,90.05,1806.8,3.60,74.52,2426.4,0.60,70.20,3049.2,0.23,47.71
537.6,1.19,86.75,1185.6,0.52,90.27,1807.0,2.28,74.68,2426.6,0.57,69.03,3049.4,0.23,47.60
537.8,1.31,84.94,1185.8,0.58,89.64,1807.2,2.48,74.70,2426.8,0.75,67.41,3049.6,0.23,47.56
538.0,0.95,83.08,1186.0,0.53,88.14,1807.4,3.66,74.43,2427.0,0.57,65.83,3049.8,0.24,47.56
538.2,1.12,81.47,1186.2,0.54,86.08,1807.6,2.62,73.83,2427.2,0.51,64.60,3050.0,0.27,47.52
538.4,0.83,80.47,1186.4,0.56,83.94,1807.8,1.75,73.07,2427.4,0.66,63.80,3050.2,0.23,47.36
538.6,0.98,80.06,1186.6,0.61,82.16,1808.0,2.02,72.33,2427.6,0.50,63.29,3050.4,0.24,47.05
538.8,1.00,80.05,1186.8,0.63,80.92,1808.2,1.44,71.73,2427.8,0.54,62.89,3050.6,0.20,46.73
539.0,1.04,80.11,1187.0,0.50,80.18,1808.4,1.67,71.33,2428.0,0.37,62.51,3050.8,0.25,46.52
539.2,0.92,79.93,1187.2,0.54,79.68,1808.6,1.89,71.14,2428.2,0.50,62.22,3051.0,0.25,46.52
539.4,0.90,79.41,1187.4,0.48,79.08,1808.8,1.99,71.15,2428.4,0.52,62.14,3051.2,0.23,46.75
539.6,0.97,78.68,1187.6,0.57,78.39,1809.0,1.79,71.40,2428.6,0.46,62.33,3051.4,0.24,47.19
539.8,1.00,77.95,1187.8,0.50,77.91,1809.2,2.77,71.96,2428.8,0.43,62.84,3051.6,0.27,47.76
540.0,0.78,77.38,1188.0,0.47,77.93,1809.4,3.51,72.75,2429.0,0.45,63.63,3051.8,0.25,48.36
540.2,0.72,77.04,1188.2,0.46,78.62,1809.6,3.03,73.57,2429.2,0.49,64.55,3052.0,0.25,48.86
540.4,0.77,76.84,1188.4,0.46,79.79,1809.8,2.31,74.22,2429.4,0.47,65.41,3052.2,0.28,49.18
540.6,0.68,76.56,1188.6,0.49,81.03,1810.0,2.31,74.58,2429.6,0.49,66.03,3052.4,0.28,49.26
540.8,0.71,76.02,1188.8,0.47,81.90,1810.2,3.59,74.68,2429.8,0.53,66.36,3052.6,0.24,49.16
541.0,0.68,75.23,1189.0,0.52,82.18,1810.4,3.82,74.60,2430.0,0.50,66.76,3052.8,0.27,49.00
541.2,0.58,74.27,1189.2,0.52,82.04,1810.6,4.11,74.37,2430.2,0.41,68.01,3053.0,0.26,48.88
541.4,0.65,73.37,1189.4,0.44,81.86,1810.8,4.07,73.96,2430.4,0.47,70.62,3053.2,0.27,48.86
541.6,0.60,72.79,1189.6,0.45,82.03,1811.0,4.29,73.40,2430.6,0.41,74.53,3053.4,0.30,48.93
541.8,0.53,72.78,1189.8,0.53,82.73,1811.2,2.92,72.75,2430.8,0.64,78.78,3053.6,0.30,49.01
542.0,0.54,73.66,1190.0,0.45,83.81,1811.4,3.01,72.12,2431.0,0.45,81.88,3053.8,0.23,49.08
542.2,0.53,75.48,1190.2,0.46,84.88,1811.6,2.06,71.70,2431.2,0.57,82.55,3054.0,0.26,49.12
542.4,0.58,77.86,1190.4,0.49,85.65,1811.8,2.59,71.67,2431.4,0.79,80.48,3054.2,0.28,49.16
542.6,0.52,80.15,1190.6,0.53,86.05,1812.0,2.13,71.97,2431.6,0.55,76.49,3054.4,0.27,49.22
542.8,0.54,81.63,1190.8,0.42,86.15,1812.2,2.98,72.41,2431.8,0.62,71.95,3054.6,0.24,49.27
543.0,0.35,81.80,1191.0,0.47,86.14,1812.4,3.27,72.82,2432.0,0.65,68.24,3054.8,0.25,49.26
543.2,0.49,80.51,1191.2,0.50,86.19,1812.6,0.94,73.09,2432.2,0.73,66.20,3055.0,0.25,49.14
543.4,0.56,78.16,1191.4,0.49,86.40,1812.8,2.56,73.16,2432.4,0.78,66.19,3055.2,0.28,49.00
543.6,0.55,75.38,1191.6,0.43,86.71,1813.0,3.19,73.07,2432.6,0.51,68.15,3055.4,0.27,48.91
543.8,0.48,72.74,1191.8,0.46,86.94,1813.2,2.97,72.92,2432.8,0.70,71.74,3055.6,0.29,48.93
544.0,0.47,70.64,1192.0,0.49,86.85,1813.4,2.84,72.75,2433.0,0.68,76.18,3055.8,0.27,49.13
544.2,0.45,69.27,1192.2,0.41,86.29,1813.6,3.00,72.54,2433.2,1.15,80.17,3056.0,0.32,49.47
544.4,0.39,68.55,1192.4,0.46,85.24,1813.8,2.59,72.32,2433.4,1.24,82.43,3056.2,0.29,49.80
544.6,0.40,68.39,1192.6,0.39,84.11,1814.0,2.64,72.09,2433.6,0.76,82.22,3056.4,0.28,49.99
544.8,0.37,68.76,1192.8,0.46,84.17,1814.2,3.29,71.90,2433.8,0.88,79.70,3056.6,0.29,49.93
545.0,0.36,69.47,1193.0,0.46,86.86,1814.4,3.26,71.98,2434.0,1.02,75.82,3056.8,0.29,49.62
545.2,0.41,70.20,1193.2,0.50,92.79,1814.6,2.90,72.47,2434.2,0.95,71.81,3057.0,0.29,49.14
545.4,0.40,70.65,1193.4,0.43,101.12,1814.8,2.88,73.27,2434.4,0.92,68.49,3057.2,0.24,48.56
545.6,0.28,70.62,1193.6,0.46,109.53,1815.0,2.36,74.09,2434.6,0.77,66.16,3057.4,0.29,47.93
545.8,0.41,70.06,1193.8,0.43,115.06,1815.2,4.23,74.56,2434.8,0.70,64.69,3057.6,0.26,47.30
546.0,0.38,69.02,1194.0,0.49,115.57,1815.4,3.97,74.46,2435.0,0.79,63.83,3057.8,0.31,46.77
546.2,0.45,67.73,1194.2,0.48,110.93,1815.6,3.83,73.80,2435.2,0.81,63.48,3058.0,0.29,46.47
546.4,0.35,66.42,1194.4,0.51,102.90,1815.8,3.59,72.94,2435.4,0.74,63.59,3058.2,0.24,46.51
546.6,0.42,65.32,1194.6,0.44,94.08,1816.0,4.00,72.30,2435.6,0.70,64.07,3058.4,0.24,46.94
546.8,0.36,64.50,1194.8,0.48,86.71,1816.2,4.17,72.09,2435.8,0.75,64.68,3058.6,0.26,47.71
547.0,0.42,63.97,1195.0,0.44,82.35,1816.4,4.86,72.21,2436.0,0.62,65.12,3058.8,0.27,48.64
547.2,0.45,63.65,1195.2,0.40,81.47,1816.6,3.95,72.37,2436.2,0.62,65.30,3059.0,0.28,49.55
547.4,0.30,63.39,1195.4,0.47,83.58,1816.8,0.38,72.27,2436.4,0.67,65.22,3059.2,0.25,50.28
547.6,0.32,63.14,1195.6,0.42,87.66,1817.0,4.62,71.84,2436.6,0.69,64.96,3059.4,0.30,50.75
547.8,0.37,62.88,1195.8,0.41,92.10,1817.2,3.42,71.25,2436.8,0.77,64.61,3059.6,0.29,50.97
548.0,0.35,62.63,1196.0,0.46,95.10,1817.4,2.67,70.70,2437.0,0.77,64.18,3059.8,0.26,50.98
548.2,0.34,62.38,1196.2,0.35,95.42,1817.6,3.29,70.36,2437.2,0.69,63.67,3060.0,0.32,50.88
548.4,0.31,62.07,1196.4,0.47,93.11,1817.8,2.38,70.24,2437.4,0.76,63.14,3060.2,0.25,50.76
548.6,0.36,61.56,1196.6,0.40,89.27,1818.0,2.60,70.36,2437.6,0.81,62.76,3060.4,0.30,50.69
548.8,0.38,60.78,1196.8,0.39,85.43,1818.2,3.03,70.70,2437.8,0.66,62.63,3060.6,0.24,50.70
549.0,0.32,59.78,1197.0,0.41,82.77,1818.4,2.06,71.14,2438.0,0.67,62.78,3060.8,0.28,50.76
549.2,0.33,58.75,1197.2,0.48,81.80,1818.6,2.02,71.59,2438.2,0.75,63.08,3061.0,0.30,50.79
549.4,0.29,57.93,1197.4,0.44,82.30,1818.8,2.37,71.86,2438.4,0.87,63.36,3061.2,0.26,50.79
549.6,0.31,57.50,1197.6,0.36,83.67,1819.0,2.01,71.81,2438.6,0.70,63.47,3061.4,0.20,50.80
549.8,0.37,57.63,1197.8,0.41,85.46,1819.2,2.40,71.41,2438.8,0.63,63.42,3061.6,0.27,50.84
550.0,0.34,58.48,1198.0,0.46,87.17,1819.4,2.64,70.79,2439.0,0.69,63.33,3061.8,0.25,50.86
550.2,0.30,60.15,1198.2,0.44,88.21,1819.6,2.84,70.24,2439.2,0.62,63.36,3062.0,0.25,50.77
550.4,0.35,62.61,1198.4,0.46,88.04,1819.8,2.63,70.04,2439.4,0.79,63.61,3062.2,0.27,50.46
550.6,0.38,65.50,1198.6,0.38,86.54,1820.0,3.18,70.33,2439.6,0.86,64.08,3062.4,0.26,49.88
550.8,0.41,68.22,1198.8,0.43,84.06,1820.2,3.30,71.02,2439.8,0.67,64.69,3062.6,0.26,49.13
551.0,0.41,70.00,1199.0,0.37,81.30,1820.4,3.53,71.85,2440.0,0.68,65.30,3062.8,0.22,48.40
551.2,0.43,70.31,1199.2,0.35,78.89,1820.6,3.51,72.46,2440.2,1.07,65.78,3063.0,0.23,47.85
551.4,0.36,69.12,1199.4,0.36,77.14,1820.8,4.40,72.63,2440.4,0.88,66.04,3063.2,0.23,47.55
551.6,0.37,66.89,1199.6,0.38,76.03,1821.0,4.11,72.35,2440.6,1.11,66.05,3063.4,0.24,47.50
551.8,0.36,64.29,1199.8,0.42,75.29,1821.2,4.64,71.75,2440.8,0.87,65.93,3063.6,0.24,47.60
552.0,0.27,61.88,1200.0,0.39,74.70,1821.4,3.26,71.09,2441.0,0.89,65.83,3063.8,0.28,47.74
552.2,0.32,59.96,1200.2,0.40,74.34,1821.6,4.01,70.56,2441.2,0.79,65.89,3064.0,0.24,47.89
552.4,0.38,58.53,1200.4,0.35,74.51,1821.8,3.81,70.25,2441.4,0.76,66.14,3064.2,0.28,48.06
552.6,0.34,57.55,1200.6,0.39,75.35,1822.0,4.10,70.16,2441.6,0.71,66.45,3064.4,0.28,48.27
552.8,0.35,56.97,1200.8,0.37,76.69,1822.2,4.15,70.17,2441.8,0.66,66.63,3064.6,0.29,48.59
553.0,0.35,56.73,1201.0,0.45,78.04,1822.4,4.09,70.19,2442.0,0.66,66.54,3064.8,0.25,49.04
553.2,0.34,56.78,1201.2,0.45,78.81,1822.6,2.24,70.14,2442.2,0.71,66.11,3065.0,0.17,49.61
553.4,0.35,57.06,1201.4,0.43,78.64,1822.8,4.23,69.91,2442.4,0.59,65.37,3065.2,0.24,50.27
553.6,0.33,57.82,1201.6,0.39,77.60,1823.0,4.28,69.45,2442.6,0.48,64.41,3065.4,0.30,50.93
553.8,0.38,59.42,1201.8,0.36,76.20,1823.2,3.89,68.82,2442.8,0.66,63.30,3065.6,0.28,51.42
554.0,0.38,62.27,1202.0,0.35,75.05,1823.4,3.62,68.21,2443.0,0.62,62.12,3065.8,0.29,51.63
554.2,0.41,66.60,1202.2,0.34,74.55,1823.6,4.18,67.82,2443.2,0.56,60.96,3066.0,0.31,51.51
554.4,0.38,72.33,1202.4,0.41,74.80,1823.8,3.74,67.78,2443.4,0.55,59.92,3066.2,0.31,51.12
554.6,0.34,78.77,1202.6,0.36,75.51,1824.0,3.74,68.05,2443.6,0.58,59.09,3066.4,0.29,50.59
554.8,0.46,84.54,1202.8,0.40,76.28,1824.2,3.76,68.44,2443.8,0.57,58.53,3066.6,0.28,50.10
555.0,0.36,88.18,1203.0,0.38,76.82,1824.4,4.33,68.77,2444.0,0.51,58.25,3066.8,0.33,49.73
555.2,0.39,88.54,1203.2,0.41,77.04,1824.6,4.13,69.02,2444.2,0.54,58.26,3067.0,0.30,49.48
555.4,0.29,85.40,1203.4,0.35,76.92,1824.8,4.01,69.24,2444.4,0.59,58.56,3067.2,0.33,49.28
555.6,0.32,79.51,1203.6,0.41,76.63,1825.0,4.13,69.54,2444.6,0.51,59.11,3067.4,0.30,49.05
555.8,0.41,72.51,1203.8,0.41,76.51,1825.2,4.05,69.93,2444.8,0.49,59.82,3067.6,0.30,48.77
556.0,0.40,66.11,1204.0,0.39,76.81,1825.4,4.37,70.34,2445.0,0.43,60.46,3067.8,0.31,48.55
556.2,0.42,61.60,1204.2,0.38,77.64,1825.6,4.29,70.59,2445.2,0.27,60.77,3068.0,0.28,48.60
556.4,0.35,59.54,1204.4,0.35,78.83,1825.8,3.17,70.59,2445.4,0.38,60.63,3068.2,0.29,49.21
556.6,0.36,59.55,1204.6,0.38,80.06,1826.0,3.11,70.34,2445.6,0.49,60.18,3068.4,0.32,50.59
556.8,0.41,60.62,1204.8,0.39,80.97,1826.2,3.30,69.91,2445.8,0.48,59.88,3068.6,0.32,52.77
557.0,0.36,61.63,1205.0,0.34,81.37,1826.4,3.47,69.40,2446.0,0.49,60.22,3068.8,0.41,55.51
557.2,0.42,61.89,1205.2,0.36,81.41,1826.6,3.12,68.94,2446.2,0.48,61.44,3069.0,0.40,58.35
557.4,0.41,61.08,1205.4,0.34,81.58,1826.8,3.08,68.61,2446.4,0.54,63.33,3069.2,0.61,60.68
557.6,0.39,59.35,1205.6,0.36,82.49,1827.0,2.88,68.58,2446.6,0.47,65.30,3069.4,0.59,62.01
557.8,0.37,57.21,1205.8,0.38,84.33,1827.2,3.12,69.00,2446.8,0.34,66.61,3069.6,0.69,62.09
558.0,0.42,55.26,1206.0,0.32,86.81,1827.4,3.32,70.03,2447.0,0.46,66.84,3069.8,0.62,61.01
558.2,0.34,53.95,1206.2,0.34,89.17,1827.6,3.84,72.00,2447.2,0.70,66.05,3070.0,0.64,59.16
558.4,0.32,53.56,1206.4,0.31,90.69,1827.8,3.55,75.34,2447.4,0.86,64.72,3070.2,0.76,57.07
558.6,0.42,54.03,1206.6,0.36,91.04,1828.0,5.78,80.04,2447.6,0.82,63.48,3070.4,0.55,55.26
558.8,0.42,55.10,1206.8,0.36,90.42,1828.2,4.67,85.33,2447.8,0.66,62.86,3070.6,0.54,54.10
559.0,0.37,56.51,1207.0,0.34,89.35,1828.4,5.48,89.87,2448.0,0.77,63.12,3070.8,0.45,53.72
559.6,0.42,57.83,1207.2,0.38,88.32,1828.6,3.96,92.14,2448.2,0.67,64.12,3071.0,0.48,54.07
559.8,0.36,58.64,1207.4,0.34,87.59,1828.8,4.27,91.22,2448.4,0.68,65.50,3071.2,0.62,54.97
560.0,0.51,58.63,1207.6,0.32,87.10,1829.0,4.88,87.46,2448.6,0.70,66.93,3071.4,0.61,56.26
560.2,0.40,57.82,1207.8,0.33,86.72,1829.2,3.47,82.36,2448.8,0.92,68.12,3071.6,0.84,57.77
560.4,0.46,56.49,1208.0,0.39,86.37,1829.4,2.76,77.74,2449.0,1.15,68.91,3071.8,0.72,59.39
560.6,0.44,55.13,1208.2,0.30,86.07,1829.6,2.69,74.81,2449.2,1.04,69.23,3072.0,0.94,60.96
560.8,0.30,54.29,1208.4,0.31,85.88,1829.8,2.72,73.76,2449.4,1.16,69.12,3072.2,1.41,62.22
561.0,0.36,54.38,1208.6,0.37,85.68,1830.0,3.14,73.85,2449.6,1.29,68.64,3072.4,1.32,62.86
561.2,0.34,55.46,1208.8,0.38,85.31,1830.2,3.02,73.96,2449.8,1.44,67.98,3072.6,1.76,62.63
561.4,0.27,57.27,1209.0,0.33,84.69,1830.4,3.35,73.48,2450.0,1.46,67.60,3072.8,1.26,61.51
561.6,0.45,59.38,1209.2,0.37,83.92,1830.6,3.13,72.50,2450.2,1.23,67.97,3073.0,1.78,59.72
561.8,0.47,61.24,1209.4,0.44,83.23,1830.8,3.10,71.39,2450.4,0.89,69.44,3073.2,1.16,57.73
562.0,0.37,62.49,1209.6,0.34,82.78,1831.0,3.15,70.52,2450.6,2.37,72.09,3073.4,0.88,56.08
562.2,0.35,63.13,1209.8,0.39,82.67,1831.2,2.78,70.17,2450.8,2.12,75.72,3073.6,0.74,55.18
562.4,0.41,63.38,1210.0,0.35,82.77,1831.4,2.75,70.34,2451.0,1.98,79.65,3073.8,0.74,55.17
562.6,0.36,63.51,1210.2,0.38,82.82,1831.6,2.84,70.82,2451.2,3.21,82.89,3074.0,0.86,55.92
562.8,0.37,63.69,1210.4,0.34,82.52,1831.8,3.02,71.31,2451.4,3.80,84.39,3074.2,1.09,57.15
563.0,0.57,63.86,1210.6,0.38,81.79,1832.0,2.71,71.56,2451.6,0.80,83.46,3074.4,1.28,58.50
563.2,0.54,63.73,1210.8,0.32,80.66,1832.2,2.10,71.47,2451.8,1.40,80.03,3074.6,1.77,59.68
563.4,0.52,63.10,1211.0,0.33,79.32,1832.4,2.73,71.05,2452.0,1.25,74.75,3074.8,1.06,60.50
563.6,0.54,62.01,1211.2,0.35,78.15,1832.6,2.69,70.46,2452.2,0.67,68.91,3075.0,1.48,60.83
563.8,0.32,60.68,1211.4,0.32,77.43,1832.8,2.17,69.88,2452.4,0.72,63.84,3075.2,1.39,60.65
564.0,0.44,59.39,1211.6,0.33,77.23,1833.0,1.86,69.48,2452.6,0.72,60.46,3075.4,1.14,60.02
564.2,0.38,58.40,1211.8,0.35,77.57,1833.2,1.10,69.46,2452.8,0.73,59.01,3075.6,0.86,59.10
564.4,0.54,57.87,1212.0,0.32,78.52,1833.4,1.38,70.07,2453.0,0.87,59.11,3075.8,0.83,58.08
564.6,0.51,57.77,1212.2,0.36,80.11,1833.6,1.06,71.66,2453.2,0.83,60.23,3076.0,0.98,57.17
564.8,0.41,58.09,1212.4,0.37,82.38,1833.8,1.22,74.50,2453.4,1.12,62.19,3076.2,0.73,56.53
565.0,0.45,58.83,1212.6,0.37,85.27,1834.0,1.27,78.65,2453.6,0.71,65.65,3076.4,1.07,56.22
565.2,0.41,60.06,1212.8,0.43,88.77,1834.2,1.11,83.60,2453.8,1.62,71.29,3076.6,0.92,56.17
565.4,0.57,61.74,1213.0,0.39,92.97,1834.4,2.25,88.25,2454.0,3.20,78.91,3076.8,0.79,56.30
565.6,0.51,63.61,1213.2,0.34,97.68,1834.6,2.73,91.36,2454.2,2.36,87.08,3077.0,0.94,56.52
565.8,0.40,65.26,1213.4,0.42,102.32,1834.8,3.43,91.95,2454.4,2.36,93.47,3077.2,1.03,56.76
566.0,0.54,66.24,1213.6,0.38,105.91,1835.0,4.40,89.86,2454.6,1.66,95.84,3077.4,0.95,57.00
566.2,0.35,66.25,1213.8,0.39,107.23,1835.2,4.23,85.77,2454.8,1.22,93.20,3077.6,0.78,57.23
566.4,0.49,65.33,1214.0,0.41,105.59,1835.4,4.43,80.91,2455.0,0.77,86.53,3077.8,1.28,57.43
566.6,0.39,63.80,1214.2,0.36,101.33,1835.6,2.73,76.48,2455.2,0.85,78.19,3078.0,1.03,57.52
566.8,0.51,62.14,1214.4,0.37,95.86,1835.8,3.93,73.26,2455.4,0.77,70.71,3078.2,1.07,57.47
567.0,0.41,60.72,1214.6,0.36,91.06,1836.0,4.49,71.51,2455.6,0.64,65.63,3078.4,1.33,57.24
567.2,0.41,59.81,1214.8,0.35,88.45,1836.2,4.16,71.06,2455.8,0.74,63.22,3078.6,1.32,56.86
567.4,0.47,59.51,1215.0,0.38,88.46,1836.4,4.37,71.47,2456.0,0.77,62.60,3078.8,1.41,56.37
567.6,0.41,59.82,1215.2,0.43,90.39,1836.6,4.69,72.30,2456.2,0.88,62.65,3079.0,1.59,55.84
567.8,0.42,60.71,1215.4,0.37,92.93,1836.8,4.31,73.17,2456.4,0.88,62.79,3079.2,1.54,55.36
568.0,0.37,62.08,1215.6,0.40,95.07,1837.0,4.39,73.71,2456.6,0.66,62.80,3079.4,1.70,55.01
568.2,0.41,63.64,1215.8,0.38,96.29,1837.2,3.71,73.75,2456.8,0.86,62.73,3079.6,1.38,54.88
568.4,0.43,64.94,1216.0,0.43,96.46,1837.4,3.41,73.41,2457.0,0.80,62.77,3079.8,0.84,55.01
568.6,0.38,65.53,1216.2,0.43,95.72,1837.6,2.36,72.96,2457.2,0.94,63.06,3080.0,1.26,55.34
568.8,0.49,65.13,1216.4,0.41,94.31,1837.8,3.14,72.70,2457.4,0.87,63.64,3080.2,1.41,55.76
569.0,0.42,63.79,1216.6,0.37,92.58,1838.0,3.27,72.71,2457.6,0.90,64.48,3080.4,1.57,56.14
569.2,0.45,61.89,1216.8,0.39,90.93,1838.2,3.39,72.87,2457.8,1.05,65.59,3080.6,1.51,56.38
569.4,0.38,59.92,1217.0,0.37,89.67,1838.4,2.96,72.94,2458.0,1.09,66.96,3080.8,0.89,56.46
569.6,0.45,58.25,1217.2,0.35,88.82,1838.6,3.57,72.89,2458.2,0.95,68.64,3081.0,0.90,56.40
569.8,0.44,57.03,1217.4,0.41,88.30,1838.8,2.85,72.93,2458.4,1.01,70.67,3081.2,0.86,56.29
570.0,0.36,56.18,1217.6,0.41,87.87,1839.0,3.49,73.31,2458.6,1.07,72.76,3081.4,0.77,56.23
570.2,0.41,55.56,1217.8,0.37,87.33,1839.2,2.81,74.07,2458.8,1.27,74.33,3081.6,0.90,56.34
570.4,0.41,55.09,1218.0,0.31,86.66,1839.4,2.55,75.00,2459.0,1.26,74.72,3081.8,0.86,56.70
570.6,0.38,54.80,1218.2,0.40,86.09,1839.6,3.22,75.75,2459.2,1.00,73.50,3082.0,0.58,57.27
570.8,0.32,54.68,1218.4,0.40,85.94,1839.8,3.44,75.99,2459.4,0.96,70.68,3082.2,1.25,57.92
571.0,0.42,54.81,1218.6,0.38,86.36,1840.0,4.58,75.68,2459.6,0.69,66.92,3082.4,1.42,58.44
571.2,0.48,55.28,1218.8,0.36,87.27,1840.2,4.21,75.12,2459.8,0.66,63.19,3082.6,1.18,58.67
571.4,0.42,56.16,1219.0,0.40,88.25,1840.4,4.39,74.70,2460.0,0.68,60.39,3082.8,1.99,58.59
571.6,0.45,57.76,1219.2,0.35,88.79,1840.6,3.43,74.63,2460.2,0.63,58.93,3083.0,2.30,58.34
571.8,0.40,60.44,1219.4,0.41,88.54,1840.8,3.84,74.90,2460.4,0.54,58.76,3083.2,2.09,58.10
572.0,0.41,64.22,1219.6,0.37,87.53,1841.0,4.30,75.40,2460.6,0.62,59.44,3083.4,2.34,57.98
572.2,0.42,68.55,1219.8,0.33,86.14,1841.2,3.86,76.04,2460.8,0.60,60.50,3083.6,2.93,57.94
572.4,0.40,72.46,1220.0,0.30,84.90,1841.4,3.93,76.77,2461.0,0.57,61.83,3083.8,2.62,57.91
572.6,0.42,74.89,1220.2,0.39,84.30,1841.6,3.75,77.60,2461.2,0.50,63.60,3084.0,3.15,57.81
572.8,0.43,75.18,1220.4,0.31,84.44,1841.8,3.52,78.45,2461.4,0.54,66.00,3084.2,2.23,57.69
573.0,0.48,73.53,1220.6,0.36,85.10,1842.0,3.36,79.09,2461.6,0.49,68.91,3084.4,2.09,57.57
573.2,0.39,70.81,1220.8,0.34,85.92,1842.2,3.19,79.32,2461.8,0.66,71.73,3084.6,2.84,57.50
573.4,0.41,67.97,1221.0,0.33,86.80,1842.4,4.12,79.02,2462.0,0.57,73.53,3084.8,2.50,57.47
573.6,0.32,65.59,1221.2,0.27,87.94,1842.6,4.41,78.22,2462.2,0.61,73.49,3085.0,2.47,57.45
573.8,0.35,63.77,1221.4,0.38,89.61,1842.8,3.56,77.16,2462.4,0.59,71.37,3085.2,2.58,57.45
574.0,0.31,62.22,1221.6,0.37,91.82,1843.0,3.80,76.37,2462.6,0.62,67.66,3085.4,2.25,57.46
574.2,0.34,60.59,1221.8,0.34,94.02,1843.2,3.68,76.45,2462.8,0.59,63.37,3085.6,1.88,57.49
574.4,0.30,58.89,1222.0,0.36,95.38,1843.4,3.35,77.69,2463.0,0.58,59.57,3085.8,2.02,57.51
574.6,0.35,57.38,1222.2,0.43,95.15,1843.6,4.49,79.83,2463.2,0.61,56.86,3086.0,1.44,57.52
574.8,0.39,56.32,1222.4,0.42,93.15,1843.8,3.65,82.13,2463.4,0.57,55.27,3086.2,2.17,57.52
575.0,0.34,55.81,1222.6,0.34,89.94,1844.0,4.53,83.54,2463.6,0.52,54.50,3086.4,3.15,57.50
